Year,Make,Model,Condition,Price,ConsumerRating,ConsumerReviews,SellerType,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2019,Audi,Q5 2.0T Premium Plus,Used,37995,4.7,42,Dealer,4.1,571,60126,Great,4.8,4.6,4.7,4.5,4.7,4.7,Ibis White,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY6K2110484,PKC12900,34564
2020,Audi,Q5 45 Premium Plus,Used,45552,4.8,30,Dealer,3.4,88,53227,Good,4.8,4.7,4.9,4.7,4.8,4.7,Manhattan Gray Metallic,All-wheel Drive,22,28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFYXL2102227,29453,16476
2016,Land,Rover Range Rover 5.0L Supercharged,Used,48990,4.8,29,Dealer,4.5,68,60445,Fair,5,4.9,5,4.5,4.9,4.7,Fuji White,Four-wheel Drive,14,19,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,SALGS3EF2GA252790,1550,86448
2021,Honda,Pilot EX-L,Used,40926,4.8,63,Dealer,4.3,230,38401,Great,4.9,4.7,4.8,4.7,4.7,4.8,Platinum White Pearl,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H57MB039268,86070A,14784
2021,Kia,Sportage LX,Used,24729,4.8,59,Dealer,5,4,35806,Great,4.9,4.8,4.8,4.6,4.8,4.8,Steel Gray,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPM3AC5M7928994,RM7928994,33176
2019,Kia,Optima SX Turbo,Used,29795,4.8,149,Dealer,4,215,35806,Good,4.8,4.9,4.7,4.7,4.9,4.8,Ebony Black,Front-wheel Drive,21,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5XXGW4L25KG331367,BC6581,41495
2019,Cadillac,XT4 Premium Luxury,Cadillac Certified,38760,4.2,107,Dealer,4,124,46038,Great,4.5,4.5,4,3.8,4.7,3.8,Red Horizon Tintcoat,Front-wheel Drive,24,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GYFZCR4XKF169279,22K439A,21279
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,43999,4.8,35,Dealer,4.5,244,40222,Good,4.9,4.9,4.7,4.7,4.9,4.7,Black,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB6LF853288,A7680,20054
2020,Kia,Sportage S,Kia Certified,34990,4.8,174,Dealer,4.5,114,47304,Good,4.8,4.8,4.8,4.8,4.8,4.9,Hyper Red,All-wheel Drive,22,26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDP6CAC5L7667598,667598,13639
2018,Chevrolet,Equinox Premier w/1LZ,Used,26123,4.7,708,Dealer,4.9,623,47304,Good,4.7,4.7,4.7,4.6,4.8,4.7,Mosaic Black Metallic,Front-wheel Drive,26,32,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,2GNAXMEV3J6121603,185830,50177
2017,Acura,TLX w/Technology Package,Used,20894,4.7,40,Dealer,4.6,56,36117,Great,4.9,4.6,4.4,4.6,4.7,4.8,Black,Front-wheel Drive,24,35,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UUB1F5XHA002026,33916A,96641
2018,GMC,Sierra 1500 Denali,Used,45949,4.8,167,Dealer,4.5,71,46804,Great,4.9,4.8,4.7,4.6,4.8,4.8,Onyx Black,Four-wheel Drive,15,20,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,3GTU2PEJ9JG299586,WP7575A,50263
2020,Nissan,Murano SV,Used,26739,4.9,76,Dealer,5,2,37416,Great,4.9,4.8,4.9,4.7,4.9,4.8,Gun Metallic,Front-wheel Drive,20,28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2BJ9LN137887,RLN137887,48544
2017,Toyota,4Runner Limited,Used,42992,4.8,151,Dealer,3.4,28,30076,Good,4.8,4.6,4.7,4.7,4.9,4.9,Gray,Four-wheel Drive,17,20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR4H5478701,478701,47696
2021,GMC,Acadia Denali,Used,49995,4.9,39,Dealer,4.5,223,48103,Good,5,4.9,4.9,4.8,5,4.9,White Frost Tricoat,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,V6 Cylinder Engine,1GKKNXLS0MZ104266,22A617A,18588
2013,Kia,Optima EX,Used,18998,4.6,272,Dealer,3.8,3,30076,Fair,4.6,4.6,4.5,4.5,4.8,4.5,Black,Front-wheel Drive,24,35,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XXGN4A72DG121295,22418199,86052
2021,Audi,Q5 45 Premium,Used,44995,4.6,16,Dealer,4.8,1522,30341,Great,4.6,4.4,4.7,4.2,4.5,4.7,Mythos Black Metallic,All-wheel Drive,23,28,Gasoline,7-Speed Automatic,2.0L,WA1BAAFY0M2099819,LR18784,14006
2017,Chevrolet,Silverado 1500 LS,Used,29000,4.7,312,Private,4.8,1522,37825,Great,4.8,4.7,4.7,4.5,4.9,4.7,Black,Four-wheel Drive,16,22,Gasoline Fuel,6-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,3GCUKNEC1HG185971,???,60050
2019,Lincoln,Continental Select,Used,43995,4.6,13,Dealer,4.8,1490,48376,Good,4.5,4.5,4.6,4.5,4.8,4.4,Ceramic Pearl,All-wheel Drive,16,24,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,1LN6L9TK2K5613323,56119,19334
2020,GMC,Yukon SLT,Used,45001,4.9,16,Dealer,4.6,29,30087,Great,5,4.9,5,4.7,4.9,4.9,Black Onyx,Four-wheel Drive,15,21,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS2BKC1LR272454,48723,59229
2020,Lincoln,Nautilus Reserve,Used,45988,4.8,39,Dealer,4.9,1747,48170,Great,4.9,4.8,4.8,4.7,4.9,4.8,Mocha,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8K95LBL33724,0033724U,1452
2020,Kia,Sorento LX,Used,28677,4.7,76,Dealer,3.9,68,43231,Good,4.8,4.7,4.7,4.6,4.8,4.7,Everlasting Silver,All-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYPGDA37LG661422,61422T,31878
2019,Mazda,CX-5 Grand Touring,Used,29389,4.8,230,Dealer,4.6,39,29607,Good,4.8,4.8,4.8,4.8,4.9,4.8,Machine Gray Metallic,Front-wheel Drive,25,31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADM6K1630183,PK1630183,37984
2019,Audi,Q5 2.0T Premium Plus,Used,39000,4.7,42,Dealer,4.4,52,44312,Great,4.8,4.6,4.7,4.5,4.7,4.7,Ibis White,All-wheel Drive,22,27,Gasoline,7-Speed Automatic S tronic,4 Cylinder Engine,WA1ANAFY5K2089509,K3531,18394
2021,GMC,Yukon XL Denali,Used,82990,4.9,3,Dealer,4.8,312,30401,Fair,5,5,5,4.3,5,5,Onyx Black,Rear-wheel Drive,14,20,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS1JKL8MR177601,MR467282A,32199
2021,Mercedes-Benz,GLA 250 Base,Mercedes-Benz Certified,43493,4.9,19,Dealer,4.7,233,30907,Good,4.9,4.9,4.9,4.8,4.8,4.9,Metallic,Front-wheel Drive,25,34,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4N4GB6MJ160975,MJ160975,15911
2017,Ford,Explorer sport,Used,28000,4.7,364,Dealer,4.8,1113,28602,Good,4.8,4.7,4.6,4.5,4.8,4.7,???,Four-wheel Drive,16,22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FM5K8GTXHGA22195,M855,84585
2021,RAM,1500 Laramie,RAM Certified,55500,4.8,92,Dealer,4.8,2616,28031,Great,4.9,4.9,4.8,4.6,4.9,4.8,Delmonico Red Pearlcoat,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT0MN771178,FP71178,18058
2020,Toyota,Corolla LE,Used,18500,4.7,233,Dealer,4.8,1047,32225,Great,4.7,4.7,4.7,4.7,4.8,4.8,Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPRAE2LP083330,8587,28033
2020,Toyota,Tundra SR5,Used,40981,4.8,66,Dealer,1.8,10,28358,Great,4.8,4.6,4.7,4.6,4.8,4.9,Midnight Black Metallic,Rear-wheel Drive,13,18,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFEY5F16LX272074,228046B,33020
2021,Lexus,RX 350 Base,Used,54998,4.8,56,Dealer,2.9,22,20165,Good,4.8,4.8,4.8,4.6,4.7,4.8,Gray,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA7MC287606,23013574,17223
2013,Toyota,Sienna Limited,Used,16495,4.5,105,Dealer,2,48,22554,Great,4.7,4.5,4.5,4.4,4.5,4.6,Maroon,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,5TDYK3DC0DS353506,MAO3160,140199
2018,Jeep,Wrangler Sport,Jeep Certified,32500,4.7,63,Dealer,4.7,1178,22031,Good,4.7,4.8,4.7,4.6,5,4.6,Black Clearcoat,Four-wheel Drive,17,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4GJXAG1JW173654,36434D,45493
2019,Toyota,RAV4 LE,Toyota Certified,30000,4.6,444,Dealer,4.4,1445,22182,Great,4.6,4.6,4.4,4.4,4.7,4.6,Ruby Flare Pearl,All-wheel Drive,25,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,JTMG1RFV5KJ003749,0KS44797,13385
2016,Jeep,Grand Cherokee Limited,Used,27777,4.7,135,Dealer,1,1,20852,Good,4.8,4.7,4.7,4.5,4.7,4.6,Bright White Clearcoat,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG0GC471169,SC0459,48301
2020,Subaru,Outback Limited XT,Subaru Certified,35662,4.7,215,Dealer,4.8,772,22150,Great,4.9,4.7,4.6,4.7,4.8,4.7,Tungsten Metallic,All-wheel Drive,23,30,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGND1L3131134,S176253A,35216
2019,BMW,X5 xDrive40i,Used,51877,4.7,55,Dealer,4.5,112,20852,Fair,5,4.9,4.9,4.4,4.7,4.6,White Metallic,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C52KLL34351,EM34351,47105
2018,INFINITI,QX30 Premium,Used,27755,4.3,37,Dealer,4.4,702,20746,Good,4.2,4.3,4.5,3.9,4.8,4.4,Malbec Black,All-wheel Drive,21,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,SJKCH5CR8JA048108,PF318,24341
2019,Jeep,Grand Cherokee Limited,Used,36888,4.8,224,Dealer,4.5,417,13126,Good,4.9,4.9,4.8,4.6,4.9,4.8,Velvet Red Pearlcoat,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG6KC675175,W22485A,22022
2020,Hyundai,Palisade Limited,Used,41998,4.7,219,Dealer,2.8,13,33317,Good,4.8,4.8,4.5,4.6,4.7,4.6,Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R54HE3LU077244,22797853,48462
2018,Mercedes-Benz,GLE 350 Base,Used,40495,4.7,51,Dealer,4.5,657,33064,Good,4.9,4.7,4.8,4.4,4.8,4.8,Iridium Silver Metallic,Rear-wheel Drive,18,23,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,4JGDA5JB8JB202341,JB202341,21033
2022,Kia,Sportage Nightfall,Kia Certified,32500,4.7,7,Dealer,4.5,2581,33014,Good,4.9,4.6,4.7,4.6,5,4.6,Steel Gray,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDP63AC1N7950339,K3S035669A,11795
2019,Mercedes-Benz,C-Class C 300,Used,31127,4.8,40,Dealer,4.9,1370,33033,Good,4.8,4.8,4.8,4.5,4.8,4.7,Black,Rear-wheel Drive,23,34,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8DB1KU283160,22159A,46455
2020,Chevrolet,Trax LS,Used,18490,4.5,100,Dealer,4.8,5038,33143,Great,4.5,4.5,4.4,4.4,4.6,4.6,Summit White,Front-wheel Drive,26,31,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL7CJKSB6LB086487,J102793A,10180
2020,Lexus,NX 300 Base,Used,39988,4.8,38,Dealer,4.7,2357,33181,Good,4.8,4.8,4.8,4.7,4.8,4.9,Eminent White Pearl,All-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJGARDZ5L5017096,22325401,25309
2019,Mazda,CX-5 Grand Touring,Used,32187,4.8,230,Dealer,4.6,401,19605,Great,4.8,4.8,4.8,4.8,4.9,4.8,Snowflake White Pearl Mica,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM9K0649595,M22165A,34061
2019,Land,Rover Range Rover 3.0L V6 Supercharged HSE,Used,91991,4.5,16,Dealer,4.8,531,33181,Fair,4.7,4.6,4.5,3.9,4.5,4.4,Carpathian Grey,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALGS2SV7KA557409,NKA557409P,16466
2013,Lexus,ES 350 Base,Used,21760,4.7,99,Dealer,4.7,194,18104,Fair,4.8,4.6,4.7,4.5,4.6,4.8,Matador Red,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,JTHBK1GG8D2044171,3A3817A,75559
2019,BMW,M850 i xDrive,Used,74998,5,5,Dealer,4.1,578,7069,Great,5,5,5,4.8,5,5,Black Sapphire Metallic,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBABC4C54KBJ35551,F15511,32107
2020,Acura,MDX 3.5L,Used,43995,4.9,50,Dealer,4.8,1773,7446,Great,4.9,4.9,4.9,4.8,4.8,4.9,MAJESTIC-BLACK,All-wheel Drive,19,26,Gasoline,9 speed automatic,V6 Cylinder Engine,5J8YD4H5XLL013261,P1218,14247
2019,Audi,A4 2.0T Premium,Used,29995,4.8,21,Dealer,4.7,970,7458,Great,5,4.9,4.7,4.5,4.7,4.8,Mythos Black Metallic,All-wheel Drive,23,34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUDNAF41KN002894,P46530,32759
2019,Mazda,CX-9 Touring,Used,31688,5,52,Dealer,3.9,273,11220,Great,5,4.9,4.9,5,5,4.9,Jet Black Mica,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBCY6K0317566,AU118174,16173
2019,Nissan,Rogue SL,Nissan Certified,27800,4.7,255,Dealer,4.2,269,10598,Great,4.8,4.8,4.6,4.6,4.8,4.7,Gun Metallic,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MV1KC831128,NU6464T,19690
2019,Honda,CR-V EX-L,Honda Certified,30863,4.8,540,Dealer,4.8,3093,10801,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H85KE043723,UC11324,22777
2019,Honda,CR-V EX-L,Used,30985,4.8,540,Dealer,4.6,85,12901,Good,4.8,4.8,4.7,4.7,4.8,4.8,Platinum White Pearl,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H80KH634104,220516A,28160
2019,Mazda,CX-9 Touring,Used,29994,5,52,Dealer,4.6,467,11550,Good,5,4.9,4.9,5,5,4.9,Deep Crystal Blue Mica,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBCY1K0317118,P03787T,18722
2020,Land,Rover Range Rover Evoque S,Used,46500,4.1,16,Dealer,4.8,992,2062,Great,4.6,4.5,3.7,3.7,4.7,3.5,Fuji White,All-wheel Drive,20,27,Gasoline,Automatic,I4,SALZJ2FX7LH040823,LH040823,11710
2019,Volvo,S60 T6 Inscription,Used,39985,4.9,27,Dealer,1.4,2,1810,Good,4.9,5,4.9,4.6,5,5,Osmium Grey Metallic,All-wheel Drive,21,32,Gasoline,8-SPEED A/T,4 Cylinder Engine,7JRA22TL8KG002798,2798,35468
2018,Jeep,Grand Cherokee Limited,Used,33165,4.8,395,Dealer,4.8,1373,2767,Good,4.9,4.8,4.8,4.6,4.9,4.7,Diamond Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBGXJC165331,34602A,40158
2019,Honda,CR-V EX-L,Honda Certified,32715,4.8,540,Dealer,4.8,1373,2767,Good,4.8,4.8,4.7,4.7,4.8,4.8,Platinum White Pearl,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H87KH633869,34633A,15801
2018,Land,Rover Range Rover Velar P380 SE R-Dynamic,Used,53995,4,82,Dealer,4.4,60,90404,Good,4.2,4.3,4,3.4,4.6,3.4,Narvik Black,Four-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALYL2RV9JA730322,L13194,23973
2017,Toyota,Sienna SE,Used,31998,4.7,147,Dealer,2.8,12,93036,Great,4.8,4.8,4.6,4.6,4.7,4.8,Gray,FWD,19,27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,5TDXZ3DC8HS802010,22825611,45643
2020,Mazda,CX-9 Grand Touring,Used,31857,4.8,32,Dealer,3.9,11,90706,Good,4.8,4.8,4.7,4.7,4.9,4.9,Machine Gray Metallic,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L,JM3TCBDY8L0407303,F58608,55901
2019,Subaru,Outback 3.6R Limited,Used,30975,4.7,262,Dealer,4.6,509,89146,Good,4.8,4.7,4.7,4.7,4.7,4.7,Tungsten Metallic,All-wheel Drive,20,27,Gasoline,Automatic CVT,3.6L H6 24V MPFI DOHC,4S4BSENC3K3354997,K3354997,52570
2019,Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,34866,4.6,72,Dealer,2.5,55,94588,Good,4.8,4.8,4.6,4.5,4.7,4.6,Black,Rear-wheel Drive,22,27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4JB8K1003397,38085,33787
2021,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,41985,5,4,Dealer,2.5,55,94588,Good,5,4.8,5,5,5,5,Black,Rear-wheel Drive,23,35,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KWF8DB6MR640756,38187L,11684
2021,Chevrolet,Tahoe Z71,Used,73491,4.5,37,Dealer,4.5,588,85251,Good,4.6,4.7,4.4,4.3,4.7,4.3,Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKPKD0MR291927,MZP2300,11495
2012,Ford,F-150 XLT,Used,18750,4.6,244,Dealer,4.3,134,85206,Great,4.7,4.6,4.6,4.4,4.7,4.5,Pale Adobe Metallic,Four-wheel Drive,14,19,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FTFW1ET4CFC41420,PLK03624,137659
2020,Toyota,Tacoma TRD Off Road,Used,38749,4.7,123,Dealer,3,2,84115,Great,4.7,4.7,4.6,4.7,4.9,4.8,Silver Sky Metallic,Four-wheel Drive,18,22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,3TMCZ5AN6LM331855,RLM331855,48416
2021,Cadillac,Escalade Sport,Used,112991,2.9,19,Dealer,4.9,3785,99301,NA,3.5,4.1,2.6,2.2,3.8,2.1,White,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4EKL3MR304341,89559,10542
2013,Honda,Odyssey Touring,Used,16189,4.6,74,Dealer,4.7,216,81003,Fair,4.8,4.6,4.5,4.4,4.6,4.7,Polished Metal Metallic,Front-wheel Drive,19,28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H94DB027241,H221802,142567
2020,Hyundai,Tucson SE,Used,25999,4.7,171,Dealer,5,5,80234,Great,4.8,4.8,4.7,4.7,4.8,4.8,Black Noir Pearl,All-wheel Drive,22,25,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KM8J2CA47LU272152,LU272152,16414
2020,Hyundai,Palisade Limited,Used,53218,4.7,219,Dealer,4.6,264,98409,Good,4.8,4.8,4.5,4.6,4.7,4.6,Hyper White,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHE1LU139790,HP3112,12869
2014,Jeep,Patriot Limited,Used,15799,4.3,145,Dealer,4.5,745,98004,Fair,4.4,4.3,4.1,4.4,4.5,4.4,Black Clearcoat,Four-wheel Drive,21,27,Gasoline,6-Speed Automatic,2.4L I4 16V MPFI DOHC,1C4NJRCB5ED883811,ED883811,89982
2015,Mercedes-Benz,S-Class S 550,Used,46498,4.9,68,Dealer,4.5,46,98037,Fair,4.9,4.9,4.9,4.6,4.9,4.8,Obsidian Black Metallic,Rear-wheel Drive,17,26,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,WDDUG8CB5FA155385,220911A,32708
2019,Land,Rover Discovery HSE,Used,54950,3.4,4,Dealer,5,1,78006,Good,4.2,3.5,3.5,2.7,3.7,2.8,Santorini Black,Four-wheel Drive,21,26,Diesel,Automatic,3.0L V6 Turbo Diesel,SALRR2RK5K2402559,M0365,40914
2020,Honda,Civic Sport,Used,27000,4.9,169,Dealer,4.8,2493,76116,Good,4.8,4.8,4.9,4.8,4.9,4.9,Modern Steel Metallic,Front-wheel Drive,29,36,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B83LH300838,HU300838,12623
2019,Honda,Civic LX,Used,23250,4.9,275,Dealer,4.8,2493,76116,Good,4.8,4.8,4.9,4.8,4.9,4.9,Molten Lava Pearl,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F61KH536187,HU536187,32370
2021,Toyota,Tundra SR5,Toyota Certified,44891,4.9,32,Dealer,4.8,1808,78211,Good,4.9,4.8,4.8,4.8,4.9,4.9,39525,Rear-wheel Drive,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFEY5F15MX275436,UX275436,39525
2020,Toyota,RAV4 Limited,Used,39495,4.7,166,Dealer,4.6,1629,76096,Good,4.8,4.8,4.7,4.6,4.8,4.8,Magnetic Gray Metallic,All-wheel Drive,25,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3N1RFV0LC136205,LC136205A,18095
2019,Honda,Pilot Elite,Used,39000,4.8,223,Dealer,5,1,78701,Great,4.9,4.8,4.7,4.7,4.7,4.8,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H09KB006697,5FNYF6H09KB006697,24500
2018,Mercedes-Benz,GLE 350 Base,Mercedes-Benz Certified,41999,4.7,51,Dealer,4.8,1252,78752,Good,4.9,4.7,4.8,4.4,4.8,4.8,Polar White,Rear-wheel Drive,18,23,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,4JGDA5JB5JB137027,MU25348,46726
2021,Kia,Forte LXS,Used,22498,4.8,46,Dealer,4.1,421,75062,Great,4.8,4.9,4.8,4.8,4.9,4.8,Silky Silver,Front-wheel Drive,29,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD6ME338447,CJ15775,35112
2021,Mercedes-Benz,GLC 300 Base,Used,51988,4.7,16,Dealer,4.6,1544,75024,Good,4.9,4.8,4.7,4.6,4.8,4.5,Black,Rear-wheel Drive,22,29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8DB9MV262980,X262980,11860
2018,Mercedes-Benz,GLA 250 Base,Used,34999,4.5,63,Dealer,4.6,1544,75024,Good,4.5,4.5,4.4,4.4,4.8,4.4,Midnight Black,Front-wheel Drive,24,33,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDCTG4EB5JJ527371,M391353A,14300
2017,Porsche,Macan S,Used,43755,4.8,78,Dealer,4.3,70,75093,Good,4.9,4.8,5,4.5,4.9,4.9,Carrara White Metallic,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A53HLB10313,B10313,47001
2016,Lexus,ES 350 Base,Used,28700,4.9,83,Dealer,3.5,52,75070,Fair,4.9,4.9,4.9,4.8,4.8,4.9,Nebula Gray Pearl,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,58ABK1GG2GU009396,GU009396,45415
2018,Mercedes-Benz,CLA 250 Base,Used,29900,4.5,54,Dealer,4.3,812,75069,Good,4.4,4.5,4.6,4.4,4.8,4.5,Midnight Black,Front-wheel Drive,24,37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB4JN656476,JN656476,39568
2016,Acura,TLX V6 Tech,Used,24975,4.5,54,Dealer,4.8,1333,66203,Fair,4.6,4.4,4.5,4.3,4.6,4.5,???,Front-wheel Drive,21,34,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,19UUB2F51GA011752,J5059A,66166
2021,Honda,CR-V EX,Used,37982,4.9,109,Dealer,4.7,215,64801,Good,5,4.9,4.8,4.8,4.9,4.9,Gray,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H58MA010863,H62251,12416
2014,Mercedes-Benz,E-Class E 350,Used,17500,4.8,176,Dealer,4.6,338,77511,Great,4.9,4.8,4.8,4.6,4.9,4.8,White,Rear-wheel Drive,21,30,???,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDKJ5KBXEF239695,12598A,62635
2018,Subaru,Forester 2.5i Limited,Used,28998,4.8,505,Dealer,3.9,15,55075,Fair,4.8,4.6,4.7,4.8,4.7,4.8,Quartz Blue Pearl,All-wheel Drive,26,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,JF2SJAJCXJH466107,25AF746T,33262
